homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135,entropy_0,entropy_45,entropy_90,entropy_135,asm_0,asm_45,asm_90,asm_135,label
0.6169903440915523,0.5838455745155647,0.5995172552241553,0.577510320173388,732.0358836689043,1008.3895320030555,878.0116331096236,1108.440340525198,8.762147651006684,11.921535065988072,10.582013422818767,12.960857619026184,0.5058327290182074,0.49313086701946685,0.5002715786730932,0.4909659939607399,0.8738657692960169,0.8265183018850669,0.8487142707781391,0.8093069827198376,6.7109916894250805,6.973946548805764,6.857233121104992,7.026249295650927,0.25586674974600726,0.2431780520073711,0.25027165242806887,0.2410476072258573,Coal
0.42666481697406117,0.393045955033423,0.43029906330755724,0.41015930545038753,1490.222416107379,1824.1845412368746,1448.5276062639841,1635.7921264807742,19.971856823266222,24.374172334579455,19.460671140939546,22.026710508535665,0.3433995540289627,0.3237274249449667,0.3464319896356109,0.33568594294487614,0.5891025101925664,0.49710023200387027,0.6008106587725112,0.5490477916644371,8.781513288658052,9.005326001057501,8.7467165467136,8.892242776720735,0.11792325370729048,0.10479944566149905,0.120015123442888,0.11268505229079062,Coal
0.5726911086986544,0.5764526927614335,0.6717956485385179,0.5586832068672122,5946.6440268456245,5863.776856898342,3072.706890380326,6386.634971397681,43.98308724832233,43.32831854420979,22.736420581655594,47.06441151299462,0.5522162043196298,0.5554952981773014,0.630480421433949,0.5393527926309585,0.27333100410666455,0.28375972740021144,0.6248554786793212,0.21990464137615343,5.180507597545504,5.167427815082422,4.745531427162412,5.21587352654659,0.3049427363131791,0.308575026297089,0.39750556181152996,0.2909014349188137,Coal
0.8511077327002414,0.8368933136988926,0.8562317363746975,0.8441440645867204,835.6900223713674,1044.82960227016,790.8322147651015,925.7744245754677,8.2124384787471,10.101526958245133,7.63991051454131,8.97878473942617,0.8291554530489935,0.8195509223396242,0.831301691138129,0.8260313897373904,0.696854628211721,0.6218483501697215,0.7121409853687315,0.6649375886142072,2.4995890746608413,2.59168058862874,2.465241369984481,2.5331871314133347,0.6874987653208816,0.6716637143077288,0.6910625016891132,0.6823278568314847,Coal
0.6020868181774922,0.5877945530054381,0.604328145611699,0.5624666177163243,5070.445950782972,5521.363542182763,5034.914854586112,6267.247871717474,37.60353467561559,40.77248772577809,37.183489932886374,46.26656456916331,0.5789567266222861,0.5661981493747841,0.5796771700425181,0.5441920692633297,0.373040364317806,0.3177363883182934,0.37828492805843655,0.2255358505467752,5.111522127846305,5.163475933560696,5.106428043179965,5.237738564721994,0.3351908913011926,0.32058034435543026,0.33602562146850234,0.29614500824910467,Coal
0.5489762204557179,0.5250908904174233,0.5708580308595518,0.5399892985329248,1902.8401342281882,2121.2592676005643,1614.2264876957456,2028.3094455204694,23.199776286353618,25.850141885500598,20.0539597315437,24.570064411513055,0.5099713389810115,0.4900412130058133,0.5270093268465055,0.5040061982816882,0.47075052824329167,0.4100515912278802,0.5509069420805042,0.43589611958129054,6.76306010576464,6.859697779908021,6.646612478332214,6.788413218597598,0.2600707665820858,0.2401403904442089,0.2777388305832068,0.25402224790636047,Coal
0.8368598562655621,0.8323348572853191,0.8494924289767244,0.8296921817366159,922.3205369127525,988.2968334759646,697.1395078299817,1001.5644340344952,9.750961968680029,10.433674158821637,7.563042505592736,10.65663708841943,0.8242785224084096,0.819723704126394,0.8342914888607028,0.8183730714349922,0.5515398408982465,0.5219330719979772,0.6610261030517672,0.5155151610767533,2.5893284301738073,2.635584951141174,2.5078543952149968,2.6505152741992006,0.679435082503791,0.6719469511066958,0.6960422883854083,0.6697344840499427,Coal
0.5300750822364644,0.5123661642396241,0.5796929537809785,0.5208494386356302,1116.4253691275105,1268.9524345750187,798.0078299776362,1197.1584162875488,16.19852348993288,18.02418809963522,11.548948545861316,17.294536282149505,0.4606410778941936,0.44869130829864734,0.4827931774951727,0.4540648384365285,0.6178094011243882,0.5660199206650559,0.7279158706010511,0.5905751171206279,7.442847667845451,7.532548161940089,7.108116044851322,7.507921963266266,0.21219020264352456,0.20132389014275182,0.2330892522358853,0.20617487750439073,Coal
0.6296259397094662,0.6113073572567139,0.6710981265672549,0.6123572919830033,1001.5847874720384,1166.8872573307376,722.0018791946355,1132.5476329894936,11.900402684563765,13.802261159407253,8.913199105145415,13.428764470068929,0.5189725971489679,0.5108792614747376,0.5305006791483882,0.5116864481852718,0.7841628945995687,0.7482585331181799,0.8439108622759847,0.7556668815678947,6.519614335617339,6.644630290013209,6.269344264601049,6.631066024350183,0.2693325565915449,0.26099761980497327,0.28143097057690103,0.2618230212564588,Coal
0.7364877551156926,0.7304349439619854,0.7587290511892634,0.7215772097463268,715.9507829977622,775.2658889239206,570.7782102908326,828.7945588036567,9.116778523489861,9.820098193775072,7.25293064876954,10.60772037295615,0.6844365646336498,0.6805649586555529,0.6947214673600755,0.6758829484403108,0.6881594108810974,0.6630999089755039,0.7525109186870128,0.6398189697640355,4.567955773957588,4.611790084564195,4.412179011029856,4.678760397820367,0.4684534110075123,0.46316866294983444,0.4826379172109364,0.45681775999236784,Coal
0.6448327121904363,0.6348362209900742,0.6837401380947379,0.6350820697891739,1221.7698434004462,1318.8457276699112,873.9985682326686,1325.398405477215,14.167785234899208,15.370208549164468,10.119284116331071,15.325976307373605,0.5826880612598663,0.5771946647351495,0.600774773491433,0.5761635141474065,0.6169036376699127,0.5868690989545737,0.7261750104938105,0.5847712576553253,5.806127429924705,5.874232235444504,5.537359943141755,5.8675112720310745,0.33952537673478167,0.33315368099872156,0.3609303284636826,0.3319643950346888,Coal
0.7906209028504887,0.7679208314751222,0.7723558938723113,0.7630235046056899,454.3701118568237,628.5134002972816,578.968232662195,643.5983063825918,6.5406711409395575,8.99022566551055,8.275883668903756,9.085536687536553,0.738344740668646,0.7271405422975759,0.7318201025064993,0.7267380808451352,0.7526622332276941,0.6575146911756982,0.6842495108844551,0.6493035866574868,3.7760371008646394,3.927726867909416,3.8744764960444407,3.9261179256339465,0.54515295607305,0.5287333682528127,0.5355606624326232,0.5281482381504704,Coal
0.5317990508926304,0.5232457788801225,0.5690557886393813,0.5131484405134296,3049.721879194637,3179.6890230169934,2390.572796420586,3351.8426197018216,30.478657718121045,31.835863249402973,24.22192393736034,33.494797531642725,0.4989790356061722,0.49218120410209115,0.5287926348545295,0.4823765002792734,0.42638748667042253,0.4021851789050285,0.5496431107304355,0.36981850063617644,6.529618448851164,6.575411467500057,6.3318626919113665,6.625260055808591,0.24898007797446564,0.24224233767138428,0.27962165067639577,0.2326870880216799,Coal
